,formula,Temperature,target
2225,I2Ti1,900.0,90.609
2226,I2Ti1,800.0,89.881
2227,I2Ti1,700.0,89.15299999999999
2228,I2Ti1,600.0,88.425
2229,I2Ti1,500.0,87.697
2230,I2Ti1,400.0,86.969
2231,I2Ti1,300.0,86.241
2232,I2Ti1,298.0,86.228
2233,H1K1,1400.0,63.301
2234,H1K1,1300.0,62.701
2235,H1K1,1200.0,61.923
2236,H1K1,1100.0,60.966
2237,H1K1,1000.0,59.831
2238,H1K1,900.0,58.44
2239,H1K1,800.0,56.819
2240,H1K1,700.0,54.606
2241,H1K1,600.0,51.923
2242,H1K1,500.0,48.534
2243,H1K1,400.0,44.141000000000005
2244,H1K1,300.0,38.074
2245,H1K1,298.0,37.907
2246,Mg1O4W1,1900.0,195.602
2247,Mg1O4W1,1800.0,191.0
2248,Mg1O4W1,1700.0,186.606
2249,Mg1O4W1,1600.0,182.004
2250,Mg1O4W1,1500.0,177.611
2251,Mg1O4W1,1400.0,173.00799999999998
2252,Mg1O4W1,1300.0,168.615
2253,Mg1O4W1,1200.0,164.013
2254,Mg1O4W1,1100.0,159.41
2255,Mg1O4W1,1000.0,154.808
2256,Mg1O4W1,900.0,150.415
2257,Mg1O4W1,800.0,146.14700000000002
2258,Mg1O4W1,700.0,141.67
2259,Mg1O4W1,600.0,137.026
2260,Mg1O4W1,500.0,131.58700000000002
2261,Mg1O4W1,400.0,123.428
2262,Mg1O4W1,300.0,109.621
2263,Mg1O4W1,298.0,109.077
2264,I4Ti1,379.0,148.114
2265,I4Ti1,300.0,125.947
2266,I4Ti1,298.0,125.629
2267,H1K1O1,298.0,64.89399999999999
2268,H1K1O1,1400.0,78.65899999999999
2269,H1K1O1,1300.0,78.65899999999999
2270,H1K1O1,1200.0,78.65899999999999
2271,H1K1O1,1100.0,78.65899999999999
2272,H1K1O1,1000.0,78.65899999999999
2273,H1K1O1,900.0,78.65899999999999
2274,H1K1O1,800.0,78.65899999999999
2275,H1K1O1,700.0,78.65899999999999
2276,H1K1O1,679.0,78.65899999999999
2277,H1K1O1,600.0,78.65899999999999
2278,H1K1O1,516.0,80.961
2279,H1K1O1,516.0,78.65899999999999
2280,H1K1O1,500.0,79.58
2281,H1K1O1,400.0,71.672
2282,H1K1O1,300.0,65.01100000000001
2283,I2,600.0,96.816
2284,I2,500.0,81.207
2285,I2,450.0,73.402
2286,I2,400.0,65.598
2287,I2,386.75,63.545
2288,I2,350.0,58.605
2289,I2,300.0,54.506
2290,I2,298.0,54.43600000000001
2291,Mn1,1800.0,48.446000000000005
2292,Mn1,1700.0,47.624
2293,Mn1,1600.0,46.803
2294,Mn1,1519.0,46.108
2295,Mn1,1500.0,45.982
2296,Mn1,1412.0,43.514
2297,Mn1,1412.0,45.229
2298,Mn1,1400.0,43.43
2299,Mn1,1361.0,39.204
2300,Mn1,1361.0,43.095
2301,Mn1,1300.0,38.953
2302,Mn1,1200.0,38.535
2303,Mn1,1100.0,38.116
2304,Mn1,1000.0,37.698
2305,Mn1,980.0,37.545
2306,Mn1,980.0,37.572
2307,Mn1,900.0,36.384
2308,Mn1,800.0,34.915
2309,Mn1,700.0,33.426
2310,Mn1,600.0,31.899
2311,Mn1,500.0,30.292
2312,Mn1,450.0,30.02
2313,Mn1,400.0,28.527
2314,Mn1,350.0,27.516
2315,Mn1,300.0,26.347
2316,Mn1,298.0,26.299
2317,F1K1,298.0,48.982
2318,F1K1,1900.0,71.128
2319,F1K1,1800.0,71.128
2320,F1K1,1700.0,71.128
2321,F1K1,1600.0,70.919
2322,F1K1,1500.0,70.5
2323,F1K1,1400.0,69.789
2324,F1K1,1300.0,68.618
2325,F1K1,1200.0,66.777
2326,F1K1,1131.0,64.852
2327,F1K1,1100.0,63.848
2328,F1K1,1000.0,61.17
2329,F1K1,900.0,59.078
2330,F1K1,800.0,57.404
2331,F1K1,700.0,55.856
2332,F1K1,600.0,54.266000000000005
2333,F1K1,500.0,52.718
2334,F1K1,400.0,51.045
2335,F1K1,300.0,49.022
2336,Li2O3Si1,2400.0,186.461
2337,Li2O3Si1,2300.0,184.565
2338,Li2O3Si1,2200.0,182.59
2339,Li2O3Si1,2100.0,180.537
2340,Li2O3Si1,2000.0,178.40599999999998
2341,Li2O3Si1,1900.0,176.188
2342,Li2O3Si1,1800.0,173.887
2343,Li2O3Si1,1700.0,171.502
2344,Li2O3Si1,1600.0,169.03400000000002
2345,Li2O3Si1,1500.0,166.523
2346,Li2O3Si1,1474.0,165.856
2347,Li2O3Si1,1400.0,163.942
2348,Li2O3Si1,1300.0,161.293
2349,Li2O3Si1,1200.0,158.57399999999998
2350,Li2O3Si1,1100.0,155.576
2351,Li2O3Si1,1000.0,152.30200000000002
2352,Li2O3Si1,900.0,148.565
2353,Li2O3Si1,800.0,144.43200000000002
2354,Li2O3Si1,700.0,139.649
2355,Li2O3Si1,600.0,134.306
2356,Li2O3Si1,500.0,127.809
2357,Li2O3Si1,400.0,118.826
2358,Li2O3Si1,300.0,101.01
2359,Li2O3Si1,298.0,100.567
2360,K2O1,1900.0,150.083
2361,K2O1,1800.0,145.993
2362,K2O1,1700.0,141.91
2363,K2O1,1600.0,137.833
2364,K2O1,1500.0,133.762
2365,K2O1,1400.0,129.69899999999998
2366,K2O1,1300.0,125.642
2367,K2O1,1200.0,121.592
2368,K2O1,1100.0,117.549
2369,K2O1,1000.0,113.512
2370,K2O1,900.0,109.455
2371,K2O1,800.0,105.395
2372,K2O1,700.0,101.384
2373,K2O1,600.0,97.404
2374,K2O1,500.0,94.266
2375,K2O1,400.0,91.546
2376,K2O1,300.0,83.889
2377,K2O1,298.0,83.68
2378,Mg1O4S1,2400.0,186.259
2379,Mg1O4S1,2300.0,185.067
2380,Mg1O4S1,2200.0,183.807
2381,Mg1O4S1,2100.0,182.468
2382,Mg1O4S1,2000.0,181.033
2383,Mg1O4S1,1900.0,179.477
2384,Mg1O4S1,1800.0,177.778
2385,Mg1O4S1,1700.0,175.895
2386,Mg1O4S1,1600.0,173.787
2387,Mg1O4S1,1500.0,171.389
2388,Mg1O4S1,1400.0,168.61900000000003
2389,Mg1O4S1,1400.0,168.61900000000003
2390,Mg1O4S1,1300.0,165.352
2391,Mg1O4S1,1200.0,161.41899999999998
2392,Mg1O4S1,1100.0,156.691
2393,Mg1O4S1,1000.0,151.67
2394,Mg1O4S1,900.0,146.231
2395,Mg1O4S1,800.0,140.499
2396,Mg1O4S1,700.0,134.306
2397,Mg1O4S1,600.0,127.612
2398,Mg1O4S1,500.0,119.411
2399,Mg1O4S1,400.0,109.997
2400,Mg1O4S1,300.0,96.441
2401,Mg1O4S1,298.0,96.232
2402,Al1Na1O2,298.0,73.638
2403,Al1Na1O2,2900.0,129.243
2404,Al1Na1O2,2800.0,128.666
2405,Al1Na1O2,2700.0,127.973
2406,Al1Na1O2,2600.0,127.163
2407,Al1Na1O2,2500.0,126.237
2408,Al1Na1O2,2400.0,125.194
2409,Al1Na1O2,2300.0,124.034
2410,Al1Na1O2,2200.0,122.759
2411,Al1Na1O2,2100.0,121.366
2412,Al1Na1O2,2000.0,119.858
2413,Al1Na1O2,1900.0,118.233
2414,Al1Na1O2,1800.0,116.491
2415,Al1Na1O2,1700.0,114.751
2416,Al1Na1O2,1600.0,112.943
2417,Al1Na1O2,1500.0,111.169
2418,Al1Na1O2,1400.0,109.395
2419,Al1Na1O2,1300.0,107.621
2420,Al1Na1O2,1200.0,105.847
2421,Al1Na1O2,1100.0,104.073
2422,Al1Na1O2,1000.0,102.299
2423,Al1Na1O2,900.0,100.525
2424,Al1Na1O2,800.0,98.751
2425,Al1Na1O2,740.0,99.788
2426,Al1Na1O2,740.0,97.696
2427,Al1Na1O2,700.0,98.291
2428,Al1Na1O2,600.0,94.27
2429,Al1Na1O2,500.0,89.56299999999999
2430,Al1Na1O2,400.0,83.412
2431,Al1Na1O2,300.0,73.889
2432,Mo1O2.889,1400.0,124.679
2433,Mo1O2.889,1300.0,119.846
2434,Mo1O2.889,1200.0,115.105
2435,Mo1O2.889,1100.0,110.476
2436,Mo1O2.889,1000.0,105.973
2437,Mo1O2.889,900.0,101.611
2438,Mo1O2.889,800.0,97.415
2439,Mo1O2.889,700.0,93.383
2440,Mo1O2.889,600.0,89.48700000000001
2441,Mo1O2.889,500.0,85.55
2442,Mo1O2.889,400.0,80.923
2443,Mo1O2.889,300.0,72.995
2444,Mo1O2.889,298.0,72.77199999999999
2445,Mo1O2.750,1400.0,119.553
2446,Mo1O2.750,1300.0,115.05
2447,Mo1O2.750,1200.0,110.638
2448,Mo1O2.750,1100.0,106.331
2449,Mo1O2.750,1000.0,102.139
2450,Mo1O2.750,900.0,98.072
2451,Mo1O2.750,800.0,94.145
2452,Mo1O2.750,700.0,90.344
2453,Mo1O2.750,600.0,86.626
2454,Mo1O2.750,500.0,82.79700000000001
2455,Mo1O2.750,400.0,78.208
2456,Mo1O2.750,300.0,70.354
2457,Mo1O2.750,298.0,70.135
2458,N0.465V1,3400.0,66.777
2459,N0.465V1,3300.0,65.898
2460,N0.465V1,3200.0,65.01899999999999
2461,N0.465V1,3100.0,64.141
2462,N0.465V1,3000.0,63.304
2463,N0.465V1,2900.0,62.425
2464,N0.465V1,2800.0,61.505
2465,N0.465V1,2700.0,60.584
2466,N0.465V1,2600.0,59.622
2467,N0.465V1,2500.0,58.743
2468,N0.465V1,2400.0,57.907
2469,N0.465V1,2300.0,56.902
2470,N0.465V1,2200.0,55.94
2471,N0.465V1,2100.0,54.93600000000001
2472,N0.465V1,2000.0,53.974
2473,N0.465V1,1900.0,52.928
2474,N0.465V1,1800.0,51.999
2475,N0.465V1,1700.0,50.823
2476,N0.465V1,1600.0,49.643
2477,N0.465V1,1500.0,48.455
2478,N0.465V1,1400.0,47.262
2479,N0.465V1,1300.0,46.066
2480,N0.465V1,1200.0,44.852
2481,N0.465V1,1100.0,43.627
2482,N0.465V1,1000.0,42.376000000000005
2483,N0.465V1,900.0,41.095
2484,N0.465V1,800.0,39.765
2485,N0.465V1,700.0,38.359
2486,N0.465V1,600.0,36.815
2487,N0.465V1,500.0,35.016
2488,N0.465V1,400.0,32.677
2489,N0.465V1,300.0,28.971
2490,N0.465V1,298.0,28.877
2491,Mg2O4Ti1,2900.0,243.086
2492,Mg2O4Ti1,2800.0,240.685
2493,Mg2O4Ti1,2700.0,238.212
2494,Mg2O4Ti1,2600.0,235.668
2495,Mg2O4Ti1,2500.0,233.049
2496,Mg2O4Ti1,2400.0,230.358
2497,Mg2O4Ti1,2300.0,227.593
2498,Mg2O4Ti1,2200.0,224.752
2499,Mg2O4Ti1,2100.0,221.831
2500,Mg2O4Ti1,2013.0,219.233
2501,Mg2O4Ti1,-2000.0,218.84
2502,Mg2O4Ti1,1900.0,215.765
2503,Mg2O4Ti1,1800.0,212.61
2504,Mg2O4Ti1,1700.0,209.367
2505,Mg2O4Ti1,1600.0,206.041
2506,Mg2O4Ti1,1500.0,202.614
2507,Mg2O4Ti1,1400.0,199.091
2508,Mg2O4Ti1,1300.0,195.456
2509,Mg2O4Ti1,1200.0,191.69
2510,Mg2O4Ti1,1100.0,187.778
2511,Mg2O4Ti1,1000.0,183.686
2512,Mg2O4Ti1,900.0,179.36
2513,Mg2O4Ti1,800.0,174.707
2514,Mg2O4Ti1,700.0,169.582
2515,Mg2O4Ti1,600.0,163.686
2516,Mg2O4Ti1,500.0,156.41
2517,Mg2O4Ti1,400.0,146.285
2518,Mg2O4Ti1,300.0,129.026
2519,Mg2O4Ti1,298.0,128.57399999999998
2520,K1O2,1400.0,96.148
2521,K1O2,1300.0,95.981
2522,K1O2,1200.0,95.73
2523,K1O2,1100.0,95.395
2524,K1O2,1000.0,94.893
2525,K1O2,900.0,94.224
2526,K1O2,800.0,93.22
2527,K1O2,700.0,91.922
2528,K1O2,600.0,90.165
2529,K1O2,500.0,87.655
2530,K1O2,400.0,83.889
2531,K1O2,300.0,77.613
2532,K1O2,298.0,77.53
2533,Mo1O3,1400.0,128.779
2534,Mo1O3,1300.0,123.683
2535,Mo1O3,1200.0,118.679
2536,Mo1O3,1100.0,113.792
2537,Mo1O3,1074.0,112.562
2538,Mo1O3,1000.0,109.039
2539,Mo1O3,900.0,104.441
2540,Mo1O3,800.0,100.031
2541,Mo1O3,700.0,95.814
2542,Mo1O3,600.0,91.776
2543,Mo1O3,500.0,87.751
2544,Mo1O3,400.0,83.094
2545,Mo1O3,300.0,75.107
2546,Mo1O3,298.0,74.881
2547,C1Na2O3,298.0,111.003
2548,C1Na2O3,1900.0,220.204
2549,C1Na2O3,1800.0,218.656
2550,C1Na2O3,1700.0,216.899
2551,C1Na2O3,1600.0,214.765
2552,C1Na2O3,1500.0,212.547
2553,C1Na2O3,1400.0,209.74400000000003
2554,C1Na2O3,1300.0,206.188
2555,C1Na2O3,1200.0,200.748
2556,C1Na2O3,1123.15,195.101
2557,C1Na2O3,1100.0,192.046
2558,C1Na2O3,1000.0,179.201
2559,C1Na2O3,900.0,166.23
2560,C1Na2O3,800.0,153.344
2561,C1Na2O3,723.15,193.385
2562,C1Na2O3,723.15,143.762
2563,C1Na2O3,700.0,187.569
2564,C1Na2O3,600.0,163.30200000000002
2565,C1Na2O3,500.0,142.214
2566,C1Na2O3,400.0,125.102
2567,C1Na2O3,300.0,111.253
2568,K2S1,1900.0,142.34
2569,K2S1,1800.0,142.34
2570,K2S1,1700.0,142.34
2571,K2S1,1600.0,142.34
2572,K2S1,1500.0,142.34
2573,K2S1,1400.0,142.34
2574,K2S1,1300.0,142.34
2575,K2S1,1221.0,142.34
2576,K2S1,1200.0,142.34
2577,K2S1,1100.0,142.34
2578,K2S1,1050.0,194.982
2579,K2S1,1050.0,194.985
2580,K2S1,1000.0,156.063
2581,K2S1,900.0,103.554
2582,K2S1,800.0,87.738
2583,K2S1,700.0,85.14399999999999
2584,K2S1,600.0,82.508
2585,K2S1,500.0,79.914
2586,K2S1,400.0,77.32
2587,K2S1,300.0,74.726
2588,K2S1,298.0,74.684
2589,Mo1S2,2300.0,88.65899999999999
2590,Mo1S2,2200.0,87.906
2591,Mo1S2,2100.0,87.111
2592,Mo1S2,2000.0,86.35799999999999
2593,Mo1S2,1900.0,85.605
2594,Mo1S2,1800.0,84.81
2595,Mo1S2,1700.0,84.057
2596,Mo1S2,1600.0,83.262
2597,Mo1S2,1500.0,82.46700000000001
2598,Mo1S2,1400.0,81.672
2599,Mo1S2,1300.0,80.835
2600,Mo1S2,1200.0,79.998
2601,Mo1S2,1100.0,79.119
2602,Mo1S2,1000.0,78.241
2603,Mo1S2,900.0,77.278
2604,Mo1S2,800.0,76.232
2605,Mo1S2,700.0,75.01899999999999
2606,Mo1S2,600.0,73.597
2607,Mo1S2,500.0,71.756
2608,Mo1S2,400.0,68.91
2609,Mo1S2,300.0,63.68
2610,Mo1S2,298.0,63.555
2611,Li2O3Ti1,2900.0,223.426
2612,Li2O3Ti1,2800.0,220.078
2613,Li2O3Ti1,2700.0,216.731
2614,Li2O3Ti1,2600.0,213.384
2615,Li2O3Ti1,2500.0,210.037
2616,Li2O3Ti1,2400.0,206.69
2617,Li2O3Ti1,2300.0,203.342
2618,Li2O3Ti1,2200.0,199.995
2619,Li2O3Ti1,2100.0,196.648
2620,Li2O3Ti1,2000.0,193.301
2621,Li2O3Ti1,1900.0,189.954
2622,Li2O3Ti1,1820.0,187.276
2623,Li2O3Ti1,1800.0,186.606
2624,Li2O3Ti1,1700.0,183.259
2625,Li2O3Ti1,1600.0,179.912
2626,Li2O3Ti1,1500.0,176.565
2627,Li2O3Ti1,1485.0,160.344
2628,Li2O3Ti1,1485.0,176.063
2629,Li2O3Ti1,1400.0,159.494
2630,Li2O3Ti1,1300.0,158.49
2631,Li2O3Ti1,1200.0,157.31799999999998
2632,Li2O3Ti1,1100.0,155.812
2633,Li2O3Ti1,1000.0,153.888
2634,Li2O3Ti1,900.0,151.67
2635,Li2O3Ti1,800.0,149.034
2636,Li2O3Ti1,700.0,145.85399999999998
2637,Li2O3Ti1,600.0,141.503
2638,Li2O3Ti1,500.0,135.645
2639,Li2O3Ti1,400.0,127.361
2640,Li2O3Ti1,300.0,110.75
2641,Li2O3Ti1,298.0,109.855
2642,I4Mo1,500.0,137.19299999999998
2643,I4Mo1,400.0,137.19299999999998
2644,I4Mo1,300.0,137.19299999999998
2645,I4Mo1,298.0,137.19299999999998
2646,Ba1S1,298.0,49.374
2647,Ba1S1,2900.0,72.221
2648,Ba1S1,2800.0,71.46300000000001
2649,Ba1S1,2700.0,70.694
2650,Ba1S1,2600.0,69.915
2651,Ba1S1,2500.0,69.156
2652,Ba1S1,2400.0,68.408
2653,Ba1S1,2300.0,67.64
2654,Ba1S1,2200.0,66.86
2655,Ba1S1,2100.0,66.086
2656,Ba1S1,2000.0,65.312
2657,Ba1S1,1900.0,64.554
2658,Ba1S1,1800.0,63.806
2659,Ba1S1,1700.0,63.037
2660,Ba1S1,1600.0,62.258
2661,Ba1S1,1500.0,61.5
2662,Ba1S1,1400.0,60.752
2663,Ba1S1,1300.0,59.983
2664,Ba1S1,1200.0,59.20399999999999
2665,Ba1S1,1100.0,58.43
2666,Ba1S1,1000.0,57.656000000000006
2667,Ba1S1,900.0,56.777
2668,Ba1S1,800.0,55.982
2669,Ba1S1,700.0,55.06100000000001
2670,Ba1S1,600.0,54.057
2671,Ba1S1,500.0,52.718
2672,Ba1S1,400.0,51.128
2673,Ba1S1,300.0,49.407
2674,Na2O3Si1,2400.0,214.781
2675,Na2O3Si1,2300.0,212.016
2676,Na2O3Si1,2200.0,209.213
2677,Na2O3Si1,2100.0,206.376
2678,Na2O3Si1,2000.0,203.489
2679,Na2O3Si1,1900.0,200.556
2680,Na2O3Si1,1800.0,197.56
2681,Na2O3Si1,1700.0,195.748
2682,Na2O3Si1,1600.0,191.347
2683,Na2O3Si1,1500.0,188.1
2684,Na2O3Si1,1400.0,184.736
2685,Na2O3Si1,1362.0,183.407
2686,Na2O3Si1,1300.0,181.23
2687,Na2O3Si1,1200.0,177.54
2688,Na2O3Si1,1100.0,173.628
2689,Na2O3Si1,1000.0,169.423
2690,Na2O3Si1,900.0,164.84099999999998
2691,Na2O3Si1,800.0,159.749
2692,Na2O3Si1,700.0,153.946
2693,Na2O3Si1,600.0,147.114
2694,Na2O3Si1,500.0,138.716
2695,Na2O3Si1,400.0,127.779
2696,Na2O3Si1,300.0,112.395
2697,Na2O3Si1,298.0,111.88
2698,I3Mo1,298.0,108.889
2699,I3Mo1,900.0,118.897
2700,I3Mo1,800.0,117.231
2701,I3Mo1,700.0,115.57
2702,I3Mo1,600.0,113.909
2703,I3Mo1,500.0,112.244
2704,I3Mo1,400.0,110.583
2705,I3Mo1,300.0,108.918
2706,Mg1S1,2900.0,59.789
2707,Mg1S1,2800.0,59.371
2708,Mg1S1,2700.0,58.953
2709,Mg1S1,2600.0,58.534
2710,Mg1S1,2500.0,58.131
2711,Mg1S1,2400.0,57.739
2712,Mg1S1,2300.0,57.326
2713,Mg1S1,2200.0,56.902
2714,Mg1S1,2100.0,56.468
2715,Mg1S1,2000.0,56.024
2716,Mg1S1,1900.0,55.647
2717,Mg1S1,1800.0,55.312
2718,Mg1S1,1700.0,54.91
2719,Mg1S1,1600.0,54.476000000000006
2720,Mg1S1,1500.0,54.073
2721,Mg1S1,1400.0,53.681
2722,Mg1S1,1300.0,53.252
2723,Mg1S1,1200.0,52.802
2724,Mg1S1,1100.0,52.347
2725,Mg1S1,1000.0,51.882
2726,Mg1S1,900.0,51.463
2727,Mg1S1,800.0,51.003
2728,Mg1S1,700.0,50.543
2729,Mg1S1,600.0,49.915
2730,Mg1S1,500.0,48.953
2731,Mg1S1,400.0,47.614
2732,Mg1S1,300.0,45.647
2733,Mg1S1,298.0,45.56399999999999
2734,Cu2O5S1,298.0,141.043
2735,Cu2O5S1,1400.0,230.329
2736,Cu2O5S1,1300.0,226.313
2737,Cu2O5S1,1200.0,221.752
2738,Cu2O5S1,1100.0,217.15
2739,Cu2O5S1,1000.0,212.547
2740,Cu2O5S1,900.0,207.526
2741,Cu2O5S1,800.0,202.129
2742,Cu2O5S1,700.0,195.811
2743,Cu2O5S1,600.0,187.82
2744,Cu2O5S1,500.0,176.983
2745,Cu2O5S1,400.0,162.339
2746,Cu2O5S1,300.0,141.41899999999998
2747,K2O2,1900.0,200.782
2748,K2O2,1800.0,194.857
2749,K2O2,1700.0,188.916
2750,K2O2,1600.0,182.958
2751,K2O2,1500.0,176.983
2752,K2O2,1400.0,170.99200000000002
2753,K2O2,1300.0,164.983
2754,K2O2,1200.0,158.959
2755,K2O2,1100.0,152.917
2756,K2O2,1000.0,146.858
2757,K2O2,900.0,140.798
2758,K2O2,800.0,134.725
2759,K2O2,700.0,127.952
2760,K2O2,600.0,120.708
2761,K2O2,500.0,115.478
2762,K2O2,400.0,107.11
2763,K2O2,300.0,100.374
2764,K2O2,298.0,100.165
2765,Mg1O3Ti1,2900.0,158.30200000000002
2766,Mg1O3Ti1,2800.0,156.615
2767,Mg1O3Ti1,2700.0,154.975
2768,Mg1O3Ti1,2600.0,153.381
2769,Mg1O3Ti1,2500.0,151.825
2770,Mg1O3Ti1,2400.0,150.31
2771,Mg1O3Ti1,2300.0,148.833
2772,Mg1O3Ti1,2200.0,147.394
2773,Mg1O3Ti1,2100.0,145.98
2774,Mg1O3Ti1,2000.0,144.595
2775,Mg1O3Ti1,1953.0,143.94899999999998
2776,Mg1O3Ti1,1900.0,143.231
2777,Mg1O3Ti1,1800.0,141.879
2778,Mg1O3Ti1,1700.0,140.532
2779,Mg1O3Ti1,1600.0,139.185
2780,Mg1O3Ti1,1500.0,137.821
2781,Mg1O3Ti1,1400.0,136.423
2782,Mg1O3Ti1,1300.0,134.972
2783,Mg1O3Ti1,1200.0,133.43200000000002
2784,Mg1O3Ti1,1100.0,131.775
2785,Mg1O3Ti1,1000.0,129.938
2786,Mg1O3Ti1,900.0,127.846
2787,Mg1O3Ti1,800.0,125.382
2788,Mg1O3Ti1,700.0,122.353
2789,Mg1O3Ti1,600.0,118.453
2790,Mg1O3Ti1,500.0,113.123
2791,Mg1O3Ti1,400.0,105.244
2792,Mg1O3Ti1,300.0,92.203
2793,Mg1O3Ti1,298.0,91.881
2794,Na2S2,900.0,132.164
2795,Na2S2,800.0,126.591
2796,Na2S2,753.0,123.972
2797,Na2S2,700.0,121.018
2798,Na2S2,600.0,115.445
2799,Na2S2,500.0,109.872
2800,Na2S2,400.0,104.299
2801,Na2S2,300.0,98.726
2802,Na2S2,298.0,98.625
2803,I3Ti1,298.0,116.771
2804,I3Ti1,1400.0,124.792
2805,I3Ti1,1300.0,124.064
2806,I3Ti1,1200.0,123.336
2807,I3Ti1,1100.0,122.608
2808,I3Ti1,1000.0,121.88
2809,I3Ti1,900.0,121.152
2810,I3Ti1,800.0,120.424
2811,I3Ti1,700.0,119.696
2812,I3Ti1,600.0,118.968
2813,I3Ti1,500.0,118.24
2814,I3Ti1,400.0,117.512
2815,I3Ti1,300.0,116.784
2816,Li2O2,1900.0,163.628
2817,Li2O2,1800.0,159.005
2818,Li2O2,1700.0,154.31799999999998
2819,Li2O2,1600.0,149.57
2820,Li2O2,1500.0,144.766
2821,Li2O2,1400.0,139.905
2822,Li2O2,1300.0,134.98
2823,Li2O2,1200.0,129.997
2824,Li2O2,1100.0,124.892
2825,Li2O2,1000.0,119.704
2826,Li2O2,900.0,114.432
2827,Li2O2,800.0,109.077
2828,Li2O2,700.0,103.428
2829,Li2O2,600.0,97.445
2830,Li2O2,500.0,90.793
2831,Li2O2,400.0,82.676
2832,Li2O2,300.0,70.919
2833,Li2O2,298.0,70.626
2834,I3Zr1,298.0,103.818
2835,I3Zr1,1900.0,107.947
2836,I3Zr1,1800.0,107.905
2837,I3Zr1,1700.0,107.864
2838,I3Zr1,1600.0,107.822
2839,I3Zr1,1500.0,107.78
2840,I3Zr1,1400.0,107.738
2841,I3Zr1,1300.0,107.696
2842,I3Zr1,1200.0,107.612
2843,I3Zr1,1100.0,107.529
2844,I3Zr1,1000.0,107.445
2845,I3Zr1,900.0,107.32
2846,I3Zr1,800.0,107.11
2847,I3Zr1,700.0,106.901
2848,I3Zr1,600.0,106.692
2849,I3Zr1,500.0,106.274
2850,I3Zr1,400.0,105.855
2851,I3Zr1,300.0,103.897
2852,Al2Mg1O4,298.0,116.198
2853,Al2Mg1O4,2700.0,242.291
2854,Al2Mg1O4,2600.0,238.697
2855,Al2Mg1O4,2500.0,235.095
2856,Al2Mg1O4,2408.0,231.777
2857,Al2Mg1O4,2400.0,231.488
2858,Al2Mg1O4,2300.0,227.877
2859,Al2Mg1O4,2200.0,224.254
2860,Al2Mg1O4,2100.0,220.622
2861,Al2Mg1O4,2000.0,216.982
2862,Al2Mg1O4,1900.0,213.325
2863,Al2Mg1O4,1800.0,209.652
2864,Al2Mg1O4,1700.0,205.962
2865,Al2Mg1O4,1600.0,202.238
2866,Al2Mg1O4,1500.0,198.485
2867,Al2Mg1O4,1400.0,194.686
2868,Al2Mg1O4,1300.0,190.828
2869,Al2Mg1O4,1200.0,186.895
2870,Al2Mg1O4,1100.0,182.853
2871,Al2Mg1O4,1000.0,178.657
2872,Al2Mg1O4,900.0,174.238
2873,Al2Mg1O4,800.0,169.47299999999998
2874,Al2Mg1O4,700.0,164.155
2875,Al2Mg1O4,600.0,157.887
2876,Al2Mg1O4,500.0,149.829
2877,Al2Mg1O4,400.0,137.988
2878,Al2Mg1O4,300.0,116.533
2879,N1Ti1,4400.0,84.152
2880,N1Ti1,4300.0,83.161
2881,N1Ti1,4200.0,82.171
2882,N1Ti1,4100.0,81.182
2883,N1Ti1,4000.0,80.193
2884,N1Ti1,3900.0,79.203
2885,N1Ti1,3800.0,78.215
2886,N1Ti1,3700.0,77.22800000000001
2887,N1Ti1,3600.0,76.244
2888,N1Ti1,3500.0,75.262
2889,N1Ti1,3400.0,74.279
2890,N1Ti1,3300.0,73.295
2891,N1Ti1,3220.0,72.513
2892,N1Ti1,3200.0,72.316
2893,N1Ti1,3100.0,71.337
2894,N1Ti1,3000.0,70.362
2895,N1Ti1,2900.0,69.387
2896,N1Ti1,2800.0,68.413
2897,N1Ti1,2700.0,67.446
2898,N1Ti1,2600.0,66.48
2899,N1Ti1,2500.0,65.517
2900,N1Ti1,2400.0,64.559
2901,N1Ti1,2300.0,63.605
2902,N1Ti1,2200.0,62.655
2903,N1Ti1,2100.0,61.71
2904,N1Ti1,2000.0,60.777
2905,N1Ti1,1900.0,59.848
2906,N1Ti1,1800.0,58.927
2907,N1Ti1,1700.0,58.02
2908,N1Ti1,1600.0,57.128
2909,N1Ti1,1500.0,56.246
2910,N1Ti1,1400.0,55.38399999999999
2911,N1Ti1,1300.0,54.538
2912,N1Ti1,1200.0,53.718
2913,N1Ti1,1100.0,52.919
2914,N1Ti1,1000.0,52.145
2915,N1Ti1,900.0,51.38399999999999
2916,N1Ti1,800.0,50.618
2917,N1Ti1,700.0,49.781000000000006
2918,N1Ti1,600.0,48.723
2919,N1Ti1,500.0,47.057
2920,N1Ti1,400.0,43.81100000000001
2921,N1Ti1,300.0,37.238
2922,N1Ti1,298.0,37.079
2923,N1V1,3400.0,76.191
2924,N1V1,3300.0,75.312
2925,N1V1,3200.0,74.475
2926,N1V1,3100.0,73.638
2927,N1V1,3000.0,72.80199999999999
2928,N1V1,2900.0,71.923
2929,N1V1,2800.0,71.044
2930,N1V1,2700.0,70.166
2931,N1V1,2600.0,69.28699999999999
2932,N1V1,2500.0,68.408
2933,N1V1,2400.0,67.53
2934,N1V1,2300.0,66.65100000000001
2935,N1V1,2200.0,65.77199999999999
2936,N1V1,2100.0,64.852
2937,N1V1,2000.0,63.932
2938,N1V1,1900.0,62.969
2939,N1V1,1800.0,62.049
